project, status, reproducibleVariants, nonReproducibleVariants, stars
github.com/creack/pty, Fully Reproducible, ['all'], [], 1412
github.com/mitchellh/copystructure, Fully Reproducible, ['all'], [], 243
github.com/elazarl/go-bindata-assetfs, Fully Reproducible, ['all'], [], 853
github.com/gophercloud/gophercloud, Fully Reproducible, ['all'], [], 752
github.com/lestrrat-go/jwx, Fully Reproducible, ['all'], [], 1540
github.com/minio/minio-go, Fully Reproducible, ['all'], [], 1968
github.com/matryer/is, Fully Reproducible, ['all'], [], 1536
gopkg.in/inf.v0, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 40
github.com/benbjohnson/clock, Fully Reproducible, ['all'], [], 646
github.com/kevinburke/ssh_config, Fully Reproducible, ['all'], [], 323
github.com/containerd/typeurl, Fully Reproducible, ['all'], [], 48
github.com/spaolacci/murmur3, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 531
github.com/prometheus/prometheus, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 48959
github.com/google/btree, Fully Reproducible, ['all'], [], 3324
github.com/grpc-ecosystem/go-grpc-middleware, Fully Reproducible, ['all'], [], 5484
github.com/client9/misspell, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 1174
github.com/googleapis/gax-go, Fully Reproducible, ['all'], [], 165
github.com/beorn7/perks, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 84
github.com/golang/protobuf, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 9031
github.com/openzipkin/zipkin-go, Fully Reproducible, ['all'], [], 552
github.com/gobwas/ws, Fully Reproducible, ['all'], [], 5476
github.com/gobuffalo/flect, Fully Reproducible, ['all'], [], 91
github.com/lib/pq, Fully Reproducible, ['all'], [], 8140
github.com/mitchellh/cli, Fully Reproducible, ['all'], [], 1604
gopkg.in/src-d/go-git.v4, Fully Reproducible, ['all'], [], 4939
github.com/robfig/cron, Fully Reproducible, ['all'], [], 11225
github.com/logrusorgru/aurora, Fully Reproducible, ['all'], [], 1258
github.com/fatih/structs, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 3762
github.com/rakyll/statik, Fully Reproducible, ['all'], [], 3488
github.com/swaggo/swag, Fully Reproducible, ['all'], [], 8385
github.com/docker/distribution, Fully Reproducible, ['all'], [], 7691
github.com/google/go-querystring, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 1541
github.com/uber/jaeger-client-go, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 1340
github.com/ulikunitz/xz, Fully Reproducible, ['all'], [], 417
github.com/gorilla/mux, Fully Reproducible, ['all'], [], 18190
github.com/pkg/sftp, Fully Reproducible, ['all'], [], 1305
github.com/syndtr/goleveldb, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 5744
github.com/inconshreveable/mousetrap, Fully Reproducible, ['all'], [], 188
github.com/gopherjs/gopherjs, Fully Reproducible, ['all'], [], 12008
github.com/kelseyhightower/envconfig, Fully Reproducible, ['all'], [], 4579
github.com/ryanuber/columnize, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 152
github.com/valyala/fasthttp, Fully Reproducible, ['all'], [], 19718
github.com/peterbourgon/diskv, Fully Reproducible, ['all'], [], 1113
github.com/nsf/termbox-go, Fully Reproducible, ['all'], [], 4291
github.com/vmware/govmomi, Fully Reproducible, ['all'], [], 2134
github.com/frankban/quicktest, Fully Reproducible, ['all'], [], 462
github.com/dave/jennifer, Fully Reproducible, ['all'], [], 2809
cloud.google.com/go/compute/metadata, Fully Reproducible, ['all'], [], 3326
github.com/onsi/gomega, Fully Reproducible, ['all'], [], 1914
github.com/jarcoal/httpmock, Fully Reproducible, ['all'], [], 1583
github.com/spf13/cast, Fully Reproducible, ['all'], [], 2915
github.com/shirou/gopsutil/v3, Fully Reproducible, ['all'], [], 9200
github.com/gdamore/tcell, Fully Reproducible, ['all'], [], 3987
github.com/ugorji/go, Partially Reproducible, ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], [], 1750
github.com/mitchellh/mapstructure, Fully Reproducible, ['all'], [], 6847
github.com/sergi/go-diff, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 1448
github.com/rs/zerolog, Fully Reproducible, ['all'], [], 8436
github.com/grpc-ecosystem/go-grpc-prometheus, Fully Reproducible, ['all'], [], 1054
github.com/klauspost/cpuid/v2, Fully Reproducible, ['all'], [], 834
github.com/hashicorp/go-version, Fully Reproducible, ['all'], [], 1379
github.com/golang-jwt/jwt/v4, Fully Reproducible, ['all'], [], 4503
github.com/juju/ratelimit, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 2532
github.com/docker/cli, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 4116
github.com/oschwald/maxminddb-golang, Fully Reproducible, ['all'], [], 480
github.com/mistifyio/go-zfs, Fully Reproducible, ['all'], [], 108
github.com/smartystreets/assertions, Fully Reproducible, ['all'], [], 86
github.com/pingcap/tidb, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 34330
github.com/konsorten/go-windows-terminal-sequences, Fully Reproducible, ['all'], [], 27
github.com/jonboulle/clockwork, Fully Reproducible, ['all'], [], 448
github.com/gliderlabs/ssh, Fully Reproducible, ['all'], [], 2946
github.com/containerd/fifo, Fully Reproducible, ['all'], [], 77
github.com/go-logfmt/logfmt, Fully Reproducible, ['all'], [], 156
github.com/jackc/pgx, Fully Reproducible, ['all'], [], 7353
github.com/kr/pretty, Fully Reproducible, ['all'], [], 1144
github.com/stretchr/testify, Fully Reproducible, ['all'], [], 20012
github.com/labstack/echo, Fully Reproducible, ['all'], [], 25967
cloud.google.com/go/storage, Fully Reproducible, ['all'], [], 3326
gopkg.in/yaml.v3, Partially Reproducible, ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], [], 6301
github.com/justinas/alice, Fully Reproducible, ['all'], [], 2782
github.com/mholt/caddy, Fully Reproducible, ['all'], [], 48011
github.com/google/uuid, Fully Reproducible, ['all'], [], 4113
github.com/hashicorp/yamux, Fully Reproducible, ['all'], [], 1775
helm.sh/helm/v3, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 24611
github.com/gorilla/schema, Fully Reproducible, ['all'], [], 1170
github.com/rs/cors, Fully Reproducible, ['all'], [], 2384
github.com/davecgh/go-spew, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 5311
github.com/hashicorp/go-uuid, Fully Reproducible, ['all'], [], 144
github.com/onsi/ginkgo, Fully Reproducible, ['all'], [], 7226
github.com/ncw/rclone, Fully Reproducible, ['all'], [], 39149
go.uber.org/atomic, Fully Reproducible, ['all'], [], 1109
github.com/hashicorp/errwrap, Fully Reproducible, ['all'], [], 342
github.com/chzyer/readline, Fully Reproducible, ['all'], [], 1821
github.com/dgrijalva/jwt-go, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 10616
github.com/alicebob/miniredis, Fully Reproducible, ['all'], [], 2626
github.com/coreos/go-systemd, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 2177
github.com/pkg/errors, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 7917
github.com/gofrs/flock, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 357
honnef.co/go/tools, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 5279
github.com/cheggaaa/pb, Fully Reproducible, ['all'], [], 3459
github.com/jmespath/go-jmespath, Fully Reproducible, ['all'], [], 503
github.com/docker/libnetwork, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 1991
github.com/aliyun/alibaba-cloud-sdk-go, Partially Reproducible, ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], [], 1116
github.com/magiconair/properties, Fully Reproducible, ['all'], [], 283
github.com/go-sql-driver/mysql, Fully Reproducible, ['all'], [], 13452
go.etcd.io/etcd/client/v2, Fully Reproducible, ['all'], [], 43902
github.com/cli/cli, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 32745
github.com/emirpasic/gods, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 13747
github.com/influxdata/influxdb, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 25778
k8s.io/klog, Fully Reproducible, ['all'], [], 462
github.com/gorilla/websocket, Fully Reproducible, ['all'], [], 19170
github.com/mitchellh/hashstructure, Fully Reproducible, ['all'], [], 693
github.com/mattn/go-colorable, Fully Reproducible, ['all'], [], 685
go.etcd.io/etcd/etcdctl/v3, Fully Reproducible, ['all'], [], 43902
github.com/nats-io/nuid, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 331
github.com/hpcloud/tail, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 2376
cloud.google.com/go/logging, Fully Reproducible, ['all'], [], 3326
github.com/mholt/archiver, Fully Reproducible, ['all'], [], 4003
github.com/influxdb/influxdb, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 25778
github.com/pelletier/go-toml, Fully Reproducible, ['all'], [], 1450
github.com/denisenkom/go-mssqldb, Partially Reproducible, ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], [], 1661
github.com/gofiber/fiber/v2, Fully Reproducible, ['all'], [], 26992
github.com/nats-io/stan.go, Fully Reproducible, ['all'], [], 684
github.com/briandowns/spinner, Partially Reproducible, ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], [], 2015
github.com/containerd/containerd, Fully Reproducible, ['all'], [], 13073
github.com/emicklei/go-restful, Fully Reproducible, ['all'], [], 4781
github.com/zenazn/goji, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 3631
github.com/patrickmn/go-cache, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 7198
go.opentelemetry.io/otel, Fully Reproducible, ['all'], [], 4020
github.com/pmezard/go-difflib, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 311
github.com/eclipse/paho.mqtt.golang, Fully Reproducible, ['all'], [], 2327
github.com/dustin/go-humanize, Fully Reproducible, ['all'], [], 3460
cloud.google.com/go/compute, Fully Reproducible, ['all'], [], 3326
github.com/go-playground/universal-translator, Fully Reproducible, ['all'], [], 311
gopkg.in/alecthomas/kingpin.v2, Fully Reproducible, ['all'], [], 3304
github.com/spf13/cobra, Fully Reproducible, ['all'], [], 32423
github.com/willf/bitset, Fully Reproducible, ['all'], [], 1108
github.com/opencontainers/go-digest, Fully Reproducible, ['all'], [], 128
go.opentelemetry.io/otel/trace, Fully Reproducible, ['all'], [], 4020
github.com/mitchellh/go-testing-interface, Fully Reproducible, ['all'], [], 46
github.com/jpillora/backoff, Fully Reproducible, ['all'], [], 518
github.com/vmihailenco/msgpack, Fully Reproducible, ['all'], [], 1954
github.com/gin-gonic/gin, Fully Reproducible, ['all'], [], 69835
github.com/magefile/mage, Fully Reproducible, ['all'], [], 3576
github.com/disintegration/imaging, Fully Reproducible, ['all'], [], 4696
github.com/fogleman/gg, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 3834
github.com/gammazero/workerpool, Fully Reproducible, ['all'], [], 892
github.com/coreos/go-oidc, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 1504
cloud.google.com/go/pubsub, Fully Reproducible, ['all'], [], 3326
github.com/etcd-io/etcd, Fully Reproducible, ['all'], [], 43902
github.com/json-iterator/go, Fully Reproducible, ['all'], [], 12388
github.com/pierrec/lz4, Fully Reproducible, ['all'], [], 767
github.com/mitchellh/go-homedir, Fully Reproducible, ['all'], [], 930
github.com/mitchellh/go-ps, Fully Reproducible, ['all'], [], 918
github.com/xanzy/go-gitlab, Fully Reproducible, ['all'], [], 2046
github.com/gorilla/context, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 411
github.com/golang/glog, Fully Reproducible, ['all'], [], 3331
github.com/andybalholm/brotli, Fully Reproducible, ['all'], [], 466
github.com/bgentry/speakeasy, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 106
github.com/hashicorp/go-plugin, Fully Reproducible, ['all'], [], 4420
github.com/go-openapi/spec, Fully Reproducible, ['all'], [], 342
github.com/robertkrimen/otto, Fully Reproducible, ['all'], [], 7188
github.com/spf13/viper, Fully Reproducible, ['all'], [], 23300
gorm.io/gorm, Fully Reproducible, ['all'], [], 32841
google.golang.org/appengine, Fully Reproducible, ['all'], [], 635
github.com/kylelemons/godebug, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 288
github.com/gotestyourself/gotestyourself, Fully Reproducible, ['all'], [], 437
github.com/alecthomas/chroma, Fully Reproducible, ['all'], [], 3835
github.com/gocql/gocql, Fully Reproducible, ['all'], [], 2426
github.com/urfave/negroni, Fully Reproducible, ['all'], [], 7334
github.com/containerd/cgroups, Fully Reproducible, ['all'], [], 974
gopkg.in/fsnotify.v1, Fully Reproducible, ['all'], [], 8006
github.com/segmentio/kafka-go, Fully Reproducible, ['all'], [], 6292
github.com/hashicorp/raft, Fully Reproducible, ['all'], [], 7219
github.com/go-ldap/ldap, Fully Reproducible, ['all'], [], 1978
github.com/google/certificate-transparency-go, Fully Reproducible, ['all'], [], 713
github.com/kisielk/gotool, Fully Reproducible, ['all'], [], 59
github.com/rs/xid, Fully Reproducible, ['all'], [], 3299
github.com/gorilla/handlers, Fully Reproducible, ['all'], [], 1527
github.com/coredns/coredns, Fully Reproducible, ['all'], [], 10786
github.com/yuin/gopher-lua, Fully Reproducible, ['all'], [], 5452
github.com/hashicorp/go-immutable-radix, Fully Reproducible, ['all'], [], 857
github.com/cockroachdb/apd, Fully Reproducible, ['all'], [], 533
github.com/cenkalti/backoff/v4, Fully Reproducible, ['all'], [], 2885
github.com/mitchellh/gox, Fully Reproducible, ['all'], [], 4446
github.com/yudai/gojsondiff, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 483
github.com/klauspost/cpuid, Fully Reproducible, ['all'], [], 834
github.com/microcosm-cc/bluemonday, Fully Reproducible, ['all'], [], 2683
github.com/gogo/protobuf, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 5562
github.com/go-test/deep, Fully Reproducible, ['all'], [], 648
github.com/go-ini/ini, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 3026
github.com/peterh/liner, Fully Reproducible, ['all'], [], 887
github.com/aws/aws-sdk-go, Fully Reproducible, ['all'], [], 8154
gopkg.in/airbrake/gobrake.v2, Fully Reproducible, ['all'], [], 98
github.com/pkg/term, Fully Reproducible, ['all'], [], 342
github.com/edsrzf/mmap-go, Fully Reproducible, ['all'], [], 661
github.com/rubenv/sql-migrate, Fully Reproducible, ['all'], [], 2866
gopkg.in/gomail.v2, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 3960
github.com/eapache/queue, Fully Reproducible, ['all'], [], 473
github.com/jstemmer/go-junit-report, Fully Reproducible, ['all'], [], 657
github.com/hashicorp/go-msgpack, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 61
github.com/minio/sha256-simd, Fully Reproducible, ['all'], [], 853
github.com/kr/text, Fully Reproducible, ['all'], [], 77
github.com/gobuffalo/packr, Fully Reproducible, ['all'], [], 3335
github.com/fortytw2/leaktest, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 947
github.com/hashicorp/consul/api, Fully Reproducible, ['all'], [], 26626
github.com/julienschmidt/httprouter, Fully Reproducible, ['all'], [], 15139
github.com/cenkalti/backoff, Fully Reproducible, ['all'], [], 2885
github.com/golang/snappy, Fully Reproducible, ['all'], [], 1309
github.com/leodido/go-urn, Fully Reproducible, ['all'], [], 68
gopkg.in/macaron.v1, Fully Reproducible, ['all'], [], 3352
github.com/pkg/profile, Partially Reproducible, ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], [], 1868
cloud.google.com/go/datastore, Fully Reproducible, ['all'], [], 3326
github.com/go-ole/go-ole, Fully Reproducible, ['all'], [], 986
github.com/go-gorp/gorp, Fully Reproducible, ['all'], [], 3621
github.com/boltdb/bolt, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 13607
github.com/go-playground/locales, Fully Reproducible, ['all'], [], 232
github.com/valyala/bytebufferpool, Fully Reproducible, ['all'], [], 864
github.com/fsnotify/fsnotify, Fully Reproducible, ['all'], [], 8006
github.com/rjeczalik/notify, Fully Reproducible, ['all'], [], 794
github.com/joho/godotenv, Fully Reproducible, ['all'], [], 6159
gopkg.in/cheggaaa/pb.v1, Fully Reproducible, ['all'], [], 3459
github.com/ugorji/go/codec, Partially Reproducible, ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], [], 1750
github.com/hashicorp/vault/sdk, Fully Reproducible, ['all'], [], 27976
go.uber.org/ratelimit, Fully Reproducible, ['all'], [], 3701
github.com/smartystreets/goconvey, Fully Reproducible, ['all'], [], 7802
github.com/xordataexchange/crypt, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 511
github.com/oschwald/geoip2-golang, Fully Reproducible, ['all'], [], 1588
github.com/montanaflynn/stats, Fully Reproducible, ['all'], [], 2773
gopkg.in/yaml.v1, Partially Reproducible, ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], [], 6301
github.com/getsentry/raven-go, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 555
github.com/gobuffalo/packr/v2, Fully Reproducible, ['all'], [], 3335
go.uber.org/zap, Fully Reproducible, ['all'], [], 17813
github.com/BurntSushi/toml, Fully Reproducible, ['all'], [], 4233
github.com/google/gopacket, Fully Reproducible, ['all'], [], 5678
